Geslacht;Bedrijfstakken/branches (SBI 2008);Perioden;Onderwerp;Type werkenden;Waarde
Vrouwen;D Energievoorziening;2013;Werkzame personen;Werknemers;7
Vrouwen;D Energievoorziening;2013;Werkzame personen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2013;Banen;Werknemers;7
Vrouwen;D Energievoorziening;2013;Banen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2013;Arbeidsjaren;Werknemers;6
Vrouwen;D Energievoorziening;2013;Arbeidsjaren;Zelfstandigen;0
Vrouwen;D Energievoorziening;2013;Gewerkte uren;Werknemers;10
Vrouwen;D Energievoorziening;2013;Gewerkte uren;Zelfstandigen;0
Vrouwen;D Energievoorziening;2014;Werkzame personen;Werknemers;6
Vrouwen;D Energievoorziening;2014;Werkzame personen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2014;Banen;Werknemers;7
Vrouwen;D Energievoorziening;2014;Banen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2014;Arbeidsjaren;Werknemers;6
Vrouwen;D Energievoorziening;2014;Arbeidsjaren;Zelfstandigen;0
Vrouwen;D Energievoorziening;2014;Gewerkte uren;Werknemers;9
Vrouwen;D Energievoorziening;2014;Gewerkte uren;Zelfstandigen;0
Vrouwen;D Energievoorziening;2015;Werkzame personen;Werknemers;6
Vrouwen;D Energievoorziening;2015;Werkzame personen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2015;Banen;Werknemers;7
Vrouwen;D Energievoorziening;2015;Banen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2015;Arbeidsjaren;Werknemers;6
Vrouwen;D Energievoorziening;2015;Arbeidsjaren;Zelfstandigen;0
Vrouwen;D Energievoorziening;2015;Gewerkte uren;Werknemers;9
Vrouwen;D Energievoorziening;2015;Gewerkte uren;Zelfstandigen;0
Vrouwen;D Energievoorziening;2016;Werkzame personen;Werknemers;6
Vrouwen;D Energievoorziening;2016;Werkzame personen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2016;Banen;Werknemers;7
Vrouwen;D Energievoorziening;2016;Banen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2016;Arbeidsjaren;Werknemers;5
Vrouwen;D Energievoorziening;2016;Arbeidsjaren;Zelfstandigen;0
Vrouwen;D Energievoorziening;2016;Gewerkte uren;Werknemers;9
Vrouwen;D Energievoorziening;2016;Gewerkte uren;Zelfstandigen;0
Vrouwen;D Energievoorziening;2017;Werkzame personen;Werknemers;6
Vrouwen;D Energievoorziening;2017;Werkzame personen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2017;Banen;Werknemers;7
Vrouwen;D Energievoorziening;2017;Banen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2017;Arbeidsjaren;Werknemers;6
Vrouwen;D Energievoorziening;2017;Arbeidsjaren;Zelfstandigen;0
Vrouwen;D Energievoorziening;2017;Gewerkte uren;Werknemers;9
Vrouwen;D Energievoorziening;2017;Gewerkte uren;Zelfstandigen;0
Vrouwen;D Energievoorziening;2018;Werkzame personen;Werknemers;6
Vrouwen;D Energievoorziening;2018;Werkzame personen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2018;Banen;Werknemers;7
Vrouwen;D Energievoorziening;2018;Banen;Zelfstandigen;0
Vrouwen;D Energievoorziening;2018;Arbeidsjaren;Werknemers;6
Vrouwen;D Energievoorziening;2018;Arbeidsjaren;Zelfstandigen;0
Vrouwen;D Energievoorziening;2018;Gewerkte uren;Werknemers;9
Vrouwen;D Energievoorziening;2018;Gewerkte uren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2013;Werkzame personen;Werknemers;5
Vrouwen;E Waterbedrijven en afvalbeheer;2013;Werkzame personen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2013;Banen;Werknemers;6
Vrouwen;E Waterbedrijven en afvalbeheer;2013;Banen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2013;Arbeidsjaren;Werknemers;4
Vrouwen;E Waterbedrijven en afvalbeheer;2013;Arbeidsjaren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2013;Gewerkte uren;Werknemers;7
Vrouwen;E Waterbedrijven en afvalbeheer;2013;Gewerkte uren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2014;Werkzame personen;Werknemers;5
Vrouwen;E Waterbedrijven en afvalbeheer;2014;Werkzame personen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2014;Banen;Werknemers;6
Vrouwen;E Waterbedrijven en afvalbeheer;2014;Banen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2014;Arbeidsjaren;Werknemers;4
Vrouwen;E Waterbedrijven en afvalbeheer;2014;Arbeidsjaren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2014;Gewerkte uren;Werknemers;7
Vrouwen;E Waterbedrijven en afvalbeheer;2014;Gewerkte uren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2015;Werkzame personen;Werknemers;5
Vrouwen;E Waterbedrijven en afvalbeheer;2015;Werkzame personen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2015;Banen;Werknemers;6
Vrouwen;E Waterbedrijven en afvalbeheer;2015;Banen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2015;Arbeidsjaren;Werknemers;4
Vrouwen;E Waterbedrijven en afvalbeheer;2015;Arbeidsjaren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2015;Gewerkte uren;Werknemers;7
Vrouwen;E Waterbedrijven en afvalbeheer;2015;Gewerkte uren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2016;Werkzame personen;Werknemers;6
Vrouwen;E Waterbedrijven en afvalbeheer;2016;Werkzame personen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2016;Banen;Werknemers;6
Vrouwen;E Waterbedrijven en afvalbeheer;2016;Banen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2016;Arbeidsjaren;Werknemers;4
Vrouwen;E Waterbedrijven en afvalbeheer;2016;Arbeidsjaren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2016;Gewerkte uren;Werknemers;7
Vrouwen;E Waterbedrijven en afvalbeheer;2016;Gewerkte uren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2017;Werkzame personen;Werknemers;6
Vrouwen;E Waterbedrijven en afvalbeheer;2017;Werkzame personen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2017;Banen;Werknemers;6
Vrouwen;E Waterbedrijven en afvalbeheer;2017;Banen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2017;Arbeidsjaren;Werknemers;5
Vrouwen;E Waterbedrijven en afvalbeheer;2017;Arbeidsjaren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2017;Gewerkte uren;Werknemers;8
Vrouwen;E Waterbedrijven en afvalbeheer;2017;Gewerkte uren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2018;Werkzame personen;Werknemers;6
Vrouwen;E Waterbedrijven en afvalbeheer;2018;Werkzame personen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2018;Banen;Werknemers;6
Vrouwen;E Waterbedrijven en afvalbeheer;2018;Banen;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2018;Arbeidsjaren;Werknemers;5
Vrouwen;E Waterbedrijven en afvalbeheer;2018;Arbeidsjaren;Zelfstandigen;0
Vrouwen;E Waterbedrijven en afvalbeheer;2018;Gewerkte uren;Werknemers;8
Vrouwen;E Waterbedrijven en afvalbeheer;2018;Gewerkte uren;Zelfstandigen;0
Vrouwen;F Bouwnijverheid;2013;Werkzame personen;Werknemers;33
Vrouwen;F Bouwnijverheid;2013;Werkzame personen;Zelfstandigen;14
Vrouwen;F Bouwnijverheid;2013;Banen;Werknemers;36
Vrouwen;F Bouwnijverheid;2013;Banen;Zelfstandigen;20
Vrouwen;F Bouwnijverheid;2013;Arbeidsjaren;Werknemers;23
Vrouwen;F Bouwnijverheid;2013;Arbeidsjaren;Zelfstandigen;10
Vrouwen;F Bouwnijverheid;2013;Gewerkte uren;Werknemers;40
Vrouwen;F Bouwnijverheid;2013;Gewerkte uren;Zelfstandigen;22
Vrouwen;F Bouwnijverheid;2014;Werkzame personen;Werknemers;32
Vrouwen;F Bouwnijverheid;2014;Werkzame personen;Zelfstandigen;14
Vrouwen;F Bouwnijverheid;2014;Banen;Werknemers;35
Vrouwen;F Bouwnijverheid;2014;Banen;Zelfstandigen;21
Vrouwen;F Bouwnijverheid;2014;Arbeidsjaren;Werknemers;23
Vrouwen;F Bouwnijverheid;2014;Arbeidsjaren;Zelfstandigen;9
Vrouwen;F Bouwnijverheid;2014;Gewerkte uren;Werknemers;39
Vrouwen;F Bouwnijverheid;2014;Gewerkte uren;Zelfstandigen;22
Vrouwen;F Bouwnijverheid;2015;Werkzame personen;Werknemers;32
Vrouwen;F Bouwnijverheid;2015;Werkzame personen;Zelfstandigen;13
Vrouwen;F Bouwnijverheid;2015;Banen;Werknemers;34
Vrouwen;F Bouwnijverheid;2015;Banen;Zelfstandigen;21
Vrouwen;F Bouwnijverheid;2015;Arbeidsjaren;Werknemers;22
Vrouwen;F Bouwnijverheid;2015;Arbeidsjaren;Zelfstandigen;8
Vrouwen;F Bouwnijverheid;2015;Gewerkte uren;Werknemers;38
Vrouwen;F Bouwnijverheid;2015;Gewerkte uren;Zelfstandigen;19
Vrouwen;F Bouwnijverheid;2016;Werkzame personen;Werknemers;32
Vrouwen;F Bouwnijverheid;2016;Werkzame personen;Zelfstandigen;13
Vrouwen;F Bouwnijverheid;2016;Banen;Werknemers;35
Vrouwen;F Bouwnijverheid;2016;Banen;Zelfstandigen;22
Vrouwen;F Bouwnijverheid;2016;Arbeidsjaren;Werknemers;23
Vrouwen;F Bouwnijverheid;2016;Arbeidsjaren;Zelfstandigen;10
Vrouwen;F Bouwnijverheid;2016;Gewerkte uren;Werknemers;38
Vrouwen;F Bouwnijverheid;2016;Gewerkte uren;Zelfstandigen;19
Vrouwen;F Bouwnijverheid;2017;Werkzame personen;Werknemers;33
Vrouwen;F Bouwnijverheid;2017;Werkzame personen;Zelfstandigen;15
Vrouwen;F Bouwnijverheid;2017;Banen;Werknemers;36
Vrouwen;F Bouwnijverheid;2017;Banen;Zelfstandigen;23
Vrouwen;F Bouwnijverheid;2017;Arbeidsjaren;Werknemers;24
Vrouwen;F Bouwnijverheid;2017;Arbeidsjaren;Zelfstandigen;10
Vrouwen;F Bouwnijverheid;2017;Gewerkte uren;Werknemers;40
Vrouwen;F Bouwnijverheid;2017;Gewerkte uren;Zelfstandigen;22
Vrouwen;F Bouwnijverheid;2018;Werkzame personen;Werknemers;35
Vrouwen;F Bouwnijverheid;2018;Werkzame personen;Zelfstandigen;15
Vrouwen;F Bouwnijverheid;2018;Banen;Werknemers;38
Vrouwen;F Bouwnijverheid;2018;Banen;Zelfstandigen;25
Vrouwen;F Bouwnijverheid;2018;Arbeidsjaren;Werknemers;25
Vrouwen;F Bouwnijverheid;2018;Arbeidsjaren;Zelfstandigen;9
Vrouwen;F Bouwnijverheid;2018;Gewerkte uren;Werknemers;42
Vrouwen;F Bouwnijverheid;2018;Gewerkte uren;Zelfstandigen;21
Vrouwen;G Handel;2013;Werkzame personen;Werknemers;563
Vrouwen;G Handel;2013;Werkzame personen;Zelfstandigen;59
Vrouwen;G Handel;2013;Banen;Werknemers;594
Vrouwen;G Handel;2013;Banen;Zelfstandigen;79
Vrouwen;G Handel;2013;Arbeidsjaren;Werknemers;332
Vrouwen;G Handel;2013;Arbeidsjaren;Zelfstandigen;53
Vrouwen;G Handel;2013;Gewerkte uren;Werknemers;566
Vrouwen;G Handel;2013;Gewerkte uren;Zelfstandigen;115
Vrouwen;G Handel;2014;Werkzame personen;Werknemers;565
Vrouwen;G Handel;2014;Werkzame personen;Zelfstandigen;60
Vrouwen;G Handel;2014;Banen;Werknemers;597
Vrouwen;G Handel;2014;Banen;Zelfstandigen;81
Vrouwen;G Handel;2014;Arbeidsjaren;Werknemers;330
Vrouwen;G Handel;2014;Arbeidsjaren;Zelfstandigen;53
Vrouwen;G Handel;2014;Gewerkte uren;Werknemers;568
Vrouwen;G Handel;2014;Gewerkte uren;Zelfstandigen;118
Vrouwen;G Handel;2015;Werkzame personen;Werknemers;575
Vrouwen;G Handel;2015;Werkzame personen;Zelfstandigen;61
Vrouwen;G Handel;2015;Banen;Werknemers;607
Vrouwen;G Handel;2015;Banen;Zelfstandigen;82
Vrouwen;G Handel;2015;Arbeidsjaren;Werknemers;333
Vrouwen;G Handel;2015;Arbeidsjaren;Zelfstandigen;55
Vrouwen;G Handel;2015;Gewerkte uren;Werknemers;571
Vrouwen;G Handel;2015;Gewerkte uren;Zelfstandigen;121
Vrouwen;G Handel;2016;Werkzame personen;Werknemers;581
Vrouwen;G Handel;2016;Werkzame personen;Zelfstandigen;60
Vrouwen;G Handel;2016;Banen;Werknemers;613
Vrouwen;G Handel;2016;Banen;Zelfstandigen;82
Vrouwen;G Handel;2016;Arbeidsjaren;Werknemers;342
Vrouwen;G Handel;2016;Arbeidsjaren;Zelfstandigen;52
Vrouwen;G Handel;2016;Gewerkte uren;Werknemers;586
Vrouwen;G Handel;2016;Gewerkte uren;Zelfstandigen;120
Vrouwen;G Handel;2017;Werkzame personen;Werknemers;595
Vrouwen;G Handel;2017;Werkzame personen;Zelfstandigen;59
Vrouwen;G Handel;2017;Banen;Werknemers;628
Vrouwen;G Handel;2017;Banen;Zelfstandigen;81
Vrouwen;G Handel;2017;Arbeidsjaren;Werknemers;353
Vrouwen;G Handel;2017;Arbeidsjaren;Zelfstandigen;51
Vrouwen;G Handel;2017;Gewerkte uren;Werknemers;601
Vrouwen;G Handel;2017;Gewerkte uren;Zelfstandigen;116
Vrouwen;G Handel;2018;Werkzame personen;Werknemers;611
Vrouwen;G Handel;2018;Werkzame personen;Zelfstandigen;58
Vrouwen;G Handel;2018;Banen;Werknemers;645
Vrouwen;G Handel;2018;Banen;Zelfstandigen;80
Vrouwen;G Handel;2018;Arbeidsjaren;Werknemers;368
Vrouwen;G Handel;2018;Arbeidsjaren;Zelfstandigen;52
Vrouwen;G Handel;2018;Gewerkte uren;Werknemers;621
Vrouwen;G Handel;2018;Gewerkte uren;Zelfstandigen;116
Vrouwen;H Vervoer en opslag;2013;Werkzame personen;Werknemers;85
Vrouwen;H Vervoer en opslag;2013;Werkzame personen;Zelfstandigen;6
Vrouwen;H Vervoer en opslag;2013;Banen;Werknemers;91
Vrouwen;H Vervoer en opslag;2013;Banen;Zelfstandigen;8
Vrouwen;H Vervoer en opslag;2013;Arbeidsjaren;Werknemers;57
Vrouwen;H Vervoer en opslag;2013;Arbeidsjaren;Zelfstandigen;4
Vrouwen;H Vervoer en opslag;2013;Gewerkte uren;Werknemers;96
Vrouwen;H Vervoer en opslag;2013;Gewerkte uren;Zelfstandigen;11
Vrouwen;H Vervoer en opslag;2014;Werkzame personen;Werknemers;84
Vrouwen;H Vervoer en opslag;2014;Werkzame personen;Zelfstandigen;6
Vrouwen;H Vervoer en opslag;2014;Banen;Werknemers;91
Vrouwen;H Vervoer en opslag;2014;Banen;Zelfstandigen;9
Vrouwen;H Vervoer en opslag;2014;Arbeidsjaren;Werknemers;56
Vrouwen;H Vervoer en opslag;2014;Arbeidsjaren;Zelfstandigen;4
Vrouwen;H Vervoer en opslag;2014;Gewerkte uren;Werknemers;96
Vrouwen;H Vervoer en opslag;2014;Gewerkte uren;Zelfstandigen;10
Vrouwen;H Vervoer en opslag;2015;Werkzame personen;Werknemers;85
Vrouwen;H Vervoer en opslag;2015;Werkzame personen;Zelfstandigen;6
Vrouwen;H Vervoer en opslag;2015;Banen;Werknemers;91
Vrouwen;H Vervoer en opslag;2015;Banen;Zelfstandigen;9
Vrouwen;H Vervoer en opslag;2015;Arbeidsjaren;Werknemers;56
Vrouwen;H Vervoer en opslag;2015;Arbeidsjaren;Zelfstandigen;4
Vrouwen;H Vervoer en opslag;2015;Gewerkte uren;Werknemers;96
Vrouwen;H Vervoer en opslag;2015;Gewerkte uren;Zelfstandigen;9
Vrouwen;H Vervoer en opslag;2016;Werkzame personen;Werknemers;85
Vrouwen;H Vervoer en opslag;2016;Werkzame personen;Zelfstandigen;6
Vrouwen;H Vervoer en opslag;2016;Banen;Werknemers;91
Vrouwen;H Vervoer en opslag;2016;Banen;Zelfstandigen;9
Vrouwen;H Vervoer en opslag;2016;Arbeidsjaren;Werknemers;58
Vrouwen;H Vervoer en opslag;2016;Arbeidsjaren;Zelfstandigen;5
Vrouwen;H Vervoer en opslag;2016;Gewerkte uren;Werknemers;98
Vrouwen;H Vervoer en opslag;2016;Gewerkte uren;Zelfstandigen;11
Vrouwen;H Vervoer en opslag;2017;Werkzame personen;Werknemers;86
Vrouwen;H Vervoer en opslag;2017;Werkzame personen;Zelfstandigen;6
Vrouwen;H Vervoer en opslag;2017;Banen;Werknemers;92
Vrouwen;H Vervoer en opslag;2017;Banen;Zelfstandigen;9
Vrouwen;H Vervoer en opslag;2017;Arbeidsjaren;Werknemers;61
Vrouwen;H Vervoer en opslag;2017;Arbeidsjaren;Zelfstandigen;5
Vrouwen;H Vervoer en opslag;2017;Gewerkte uren;Werknemers;102
Vrouwen;H Vervoer en opslag;2017;Gewerkte uren;Zelfstandigen;11
Vrouwen;H Vervoer en opslag;2018;Werkzame personen;Werknemers;91
Vrouwen;H Vervoer en opslag;2018;Werkzame personen;Zelfstandigen;6
Vrouwen;H Vervoer en opslag;2018;Banen;Werknemers;98
Vrouwen;H Vervoer en opslag;2018;Banen;Zelfstandigen;9
Vrouwen;H Vervoer en opslag;2018;Arbeidsjaren;Werknemers;65
Vrouwen;H Vervoer en opslag;2018;Arbeidsjaren;Zelfstandigen;5
Vrouwen;H Vervoer en opslag;2018;Gewerkte uren;Werknemers;108
Vrouwen;H Vervoer en opslag;2018;Gewerkte uren;Zelfstandigen;14
Vrouwen;I Horeca;2013;Werkzame personen;Werknemers;158
Vrouwen;I Horeca;2013;Werkzame personen;Zelfstandigen;27
Vrouwen;I Horeca;2013;Banen;Werknemers;177
Vrouwen;I Horeca;2013;Banen;Zelfstandigen;37
Vrouwen;I Horeca;2013;Arbeidsjaren;Werknemers;81
Vrouwen;I Horeca;2013;Arbeidsjaren;Zelfstandigen;24
Vrouwen;I Horeca;2013;Gewerkte uren;Werknemers;138
Vrouwen;I Horeca;2013;Gewerkte uren;Zelfstandigen;60
Vrouwen;I Horeca;2014;Werkzame personen;Werknemers;164
Vrouwen;I Horeca;2014;Werkzame personen;Zelfstandigen;28
Vrouwen;I Horeca;2014;Banen;Werknemers;184
Vrouwen;I Horeca;2014;Banen;Zelfstandigen;38
Vrouwen;I Horeca;2014;Arbeidsjaren;Werknemers;83
Vrouwen;I Horeca;2014;Arbeidsjaren;Zelfstandigen;25
Vrouwen;I Horeca;2014;Gewerkte uren;Werknemers;143
Vrouwen;I Horeca;2014;Gewerkte uren;Zelfstandigen;63
Vrouwen;I Horeca;2015;Werkzame personen;Werknemers;171
Vrouwen;I Horeca;2015;Werkzame personen;Zelfstandigen;28
Vrouwen;I Horeca;2015;Banen;Werknemers;193
Vrouwen;I Horeca;2015;Banen;Zelfstandigen;40
Vrouwen;I Horeca;2015;Arbeidsjaren;Werknemers;88
Vrouwen;I Horeca;2015;Arbeidsjaren;Zelfstandigen;25
Vrouwen;I Horeca;2015;Gewerkte uren;Werknemers;151
Vrouwen;I Horeca;2015;Gewerkte uren;Zelfstandigen;61
Vrouwen;I Horeca;2016;Werkzame personen;Werknemers;178
Vrouwen;I Horeca;2016;Werkzame personen;Zelfstandigen;28
Vrouwen;I Horeca;2016;Banen;Werknemers;200
Vrouwen;I Horeca;2016;Banen;Zelfstandigen;41
Vrouwen;I Horeca;2016;Arbeidsjaren;Werknemers;94
Vrouwen;I Horeca;2016;Arbeidsjaren;Zelfstandigen;25
Vrouwen;I Horeca;2016;Gewerkte uren;Werknemers;160
Vrouwen;I Horeca;2016;Gewerkte uren;Zelfstandigen;60
Vrouwen;I Horeca;2017;Werkzame personen;Werknemers;186
Vrouwen;I Horeca;2017;Werkzame personen;Zelfstandigen;28
Vrouwen;I Horeca;2017;Banen;Werknemers;209
Vrouwen;I Horeca;2017;Banen;Zelfstandigen;41
Vrouwen;I Horeca;2017;Arbeidsjaren;Werknemers;100
Vrouwen;I Horeca;2017;Arbeidsjaren;Zelfstandigen;27
Vrouwen;I Horeca;2017;Gewerkte uren;Werknemers;170
Vrouwen;I Horeca;2017;Gewerkte uren;Zelfstandigen;63
Vrouwen;I Horeca;2018;Werkzame personen;Werknemers;195
Vrouwen;I Horeca;2018;Werkzame personen;Zelfstandigen;29
Vrouwen;I Horeca;2018;Banen;Werknemers;217
Vrouwen;I Horeca;2018;Banen;Zelfstandigen;42
Vrouwen;I Horeca;2018;Arbeidsjaren;Werknemers;106
Vrouwen;I Horeca;2018;Arbeidsjaren;Zelfstandigen;28
Vrouwen;I Horeca;2018;Gewerkte uren;Werknemers;180
Vrouwen;I Horeca;2018;Gewerkte uren;Zelfstandigen;65
Vrouwen;J Informatie en communicatie;2013;Werkzame personen;Werknemers;59
Vrouwen;J Informatie en communicatie;2013;Werkzame personen;Zelfstandigen;7
Vrouwen;J Informatie en communicatie;2013;Banen;Werknemers;62
Vrouwen;J Informatie en communicatie;2013;Banen;Zelfstandigen;9
Vrouwen;J Informatie en communicatie;2013;Arbeidsjaren;Werknemers;48
Vrouwen;J Informatie en communicatie;2013;Arbeidsjaren;Zelfstandigen;6
Vrouwen;J Informatie en communicatie;2013;Gewerkte uren;Werknemers;82
Vrouwen;J Informatie en communicatie;2013;Gewerkte uren;Zelfstandigen;11
Vrouwen;J Informatie en communicatie;2014;Werkzame personen;Werknemers;59
Vrouwen;J Informatie en communicatie;2014;Werkzame personen;Zelfstandigen;7
Vrouwen;J Informatie en communicatie;2014;Banen;Werknemers;62
Vrouwen;J Informatie en communicatie;2014;Banen;Zelfstandigen;10
Vrouwen;J Informatie en communicatie;2014;Arbeidsjaren;Werknemers;49
Vrouwen;J Informatie en communicatie;2014;Arbeidsjaren;Zelfstandigen;6
Vrouwen;J Informatie en communicatie;2014;Gewerkte uren;Werknemers;84
Vrouwen;J Informatie en communicatie;2014;Gewerkte uren;Zelfstandigen;12
Vrouwen;J Informatie en communicatie;2015;Werkzame personen;Werknemers;61
Vrouwen;J Informatie en communicatie;2015;Werkzame personen;Zelfstandigen;7
Vrouwen;J Informatie en communicatie;2015;Banen;Werknemers;64
Vrouwen;J Informatie en communicatie;2015;Banen;Zelfstandigen;10
Vrouwen;J Informatie en communicatie;2015;Arbeidsjaren;Werknemers;51
Vrouwen;J Informatie en communicatie;2015;Arbeidsjaren;Zelfstandigen;6
Vrouwen;J Informatie en communicatie;2015;Gewerkte uren;Werknemers;87
Vrouwen;J Informatie en communicatie;2015;Gewerkte uren;Zelfstandigen;13
Vrouwen;J Informatie en communicatie;2016;Werkzame personen;Werknemers;64
Vrouwen;J Informatie en communicatie;2016;Werkzame personen;Zelfstandigen;7
Vrouwen;J Informatie en communicatie;2016;Banen;Werknemers;67
Vrouwen;J Informatie en communicatie;2016;Banen;Zelfstandigen;11
Vrouwen;J Informatie en communicatie;2016;Arbeidsjaren;Werknemers;53
Vrouwen;J Informatie en communicatie;2016;Arbeidsjaren;Zelfstandigen;7
Vrouwen;J Informatie en communicatie;2016;Gewerkte uren;Werknemers;91
Vrouwen;J Informatie en communicatie;2016;Gewerkte uren;Zelfstandigen;13
Vrouwen;J Informatie en communicatie;2017;Werkzame personen;Werknemers;68
Vrouwen;J Informatie en communicatie;2017;Werkzame personen;Zelfstandigen;8
Vrouwen;J Informatie en communicatie;2017;Banen;Werknemers;71
Vrouwen;J Informatie en communicatie;2017;Banen;Zelfstandigen;11
Vrouwen;J Informatie en communicatie;2017;Arbeidsjaren;Werknemers;56
Vrouwen;J Informatie en communicatie;2017;Arbeidsjaren;Zelfstandigen;7
Vrouwen;J Informatie en communicatie;2017;Gewerkte uren;Werknemers;96
Vrouwen;J Informatie en communicatie;2017;Gewerkte uren;Zelfstandigen;13
Vrouwen;J Informatie en communicatie;2018;Werkzame personen;Werknemers;71
Vrouwen;J Informatie en communicatie;2018;Werkzame personen;Zelfstandigen;8
Vrouwen;J Informatie en communicatie;2018;Banen;Werknemers;74
Vrouwen;J Informatie en communicatie;2018;Banen;Zelfstandigen;11
Vrouwen;J Informatie en communicatie;2018;Arbeidsjaren;Werknemers;59
Vrouwen;J Informatie en communicatie;2018;Arbeidsjaren;Zelfstandigen;6
Vrouwen;J Informatie en communicatie;2018;Gewerkte uren;Werknemers;102
Vrouwen;J Informatie en communicatie;2018;Gewerkte uren;Zelfstandigen;13
Vrouwen;K Financiële dienstverlening;2013;Werkzame personen;Werknemers;105
Vrouwen;K Financiële dienstverlening;2013;Werkzame personen;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2013;Banen;Werknemers;109
Vrouwen;K Financiële dienstverlening;2013;Banen;Zelfstandigen;2
Vrouwen;K Financiële dienstverlening;2013;Arbeidsjaren;Werknemers;87
Vrouwen;K Financiële dienstverlening;2013;Arbeidsjaren;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2013;Gewerkte uren;Werknemers;144
Vrouwen;K Financiële dienstverlening;2013;Gewerkte uren;Zelfstandigen;2
Vrouwen;K Financiële dienstverlening;2014;Werkzame personen;Werknemers;100
Vrouwen;K Financiële dienstverlening;2014;Werkzame personen;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2014;Banen;Werknemers;105
Vrouwen;K Financiële dienstverlening;2014;Banen;Zelfstandigen;2
Vrouwen;K Financiële dienstverlening;2014;Arbeidsjaren;Werknemers;84
Vrouwen;K Financiële dienstverlening;2014;Arbeidsjaren;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2014;Gewerkte uren;Werknemers;141
Vrouwen;K Financiële dienstverlening;2014;Gewerkte uren;Zelfstandigen;3
Vrouwen;K Financiële dienstverlening;2015;Werkzame personen;Werknemers;99
Vrouwen;K Financiële dienstverlening;2015;Werkzame personen;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2015;Banen;Werknemers;102
Vrouwen;K Financiële dienstverlening;2015;Banen;Zelfstandigen;2
Vrouwen;K Financiële dienstverlening;2015;Arbeidsjaren;Werknemers;83
Vrouwen;K Financiële dienstverlening;2015;Arbeidsjaren;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2015;Gewerkte uren;Werknemers;137
Vrouwen;K Financiële dienstverlening;2015;Gewerkte uren;Zelfstandigen;3
Vrouwen;K Financiële dienstverlening;2016;Werkzame personen;Werknemers;97
Vrouwen;K Financiële dienstverlening;2016;Werkzame personen;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2016;Banen;Werknemers;99
Vrouwen;K Financiële dienstverlening;2016;Banen;Zelfstandigen;2
Vrouwen;K Financiële dienstverlening;2016;Arbeidsjaren;Werknemers;81
Vrouwen;K Financiële dienstverlening;2016;Arbeidsjaren;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2016;Gewerkte uren;Werknemers;135
Vrouwen;K Financiële dienstverlening;2016;Gewerkte uren;Zelfstandigen;2
Vrouwen;K Financiële dienstverlening;2017;Werkzame personen;Werknemers;92
Vrouwen;K Financiële dienstverlening;2017;Werkzame personen;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2017;Banen;Werknemers;95
